place_id,name,category,address,district,recommend,source_api,recommendation_basis,overview,representative_food,source_summary
1923953,서원골 유황오리(구 산에산 유황오리),restaurant,대전광역시 유성구 엑스포로269번길 8,유성구,추천,tourapi,,"대전 유성구 원촌동에 위치한 오리 요리 전문점 서원골 유황오리는 한약재를 넣어 만든 한방전골과 오리뚝배기탕, 오리생구이 등 오리 메뉴를 제공하며 점심 특선 메뉴인 오리뚝배기탕의 경우 직장인들이 즐겨 찾는다. 서원골 유황오리는 아리랑로와 엑스포로가 만나는 원촌삼거리와 가깝다. 따라서 자동차 혹은 대전 시내버스를 이용하여 접근할 수 있다. 서원골 유황오리 인근에는 갑천 둔치 공원과 숭현서원 등의 관광지가 함께 위치해 있다.",,
1923965,상하이양꼬치,restaurant,대전광역시 유성구 관들2길 72-9 (관평동),유성구,추천,tourapi,,"상하이 양꼬치는 관평동 먹자골목에 위치한 양꼬치 전문점이다. 대표 메뉴는 양꼬치이며, 이 외에도 양갈비, 꼬치모듬세트, 찹쌀 탕수육, 마파두부, 마라탕, 옥수수 짬뽕, 소갈비살 등 다양한 메뉴를 취급하고 있다. 단체석을 보유하고 있어 가족모임, 동호회 등을 즐길 수 있는 곳으로, 예약은 전화 문의를 통해 가능하다. 주변에는 동화울수변공원, 청벽산근린공원, 여진불교미술관, 송강전통시장 등이 있다.",중식>양꼬치,naver_review
1923993,갑동숯골냉면,restaurant,대전광역시 유성구 현충원로 173,유성구,추천,tourapi,,"갑동숯골냉면은 1·4 후퇴 때 평양에서 월남하여 4대에 걸쳐 일궈 놓은 숯골원냉면의 분점이다. 이곳에서는 강원도 평창군 내 농가들과 계약재배한 메밀을 이용해 만든 평양식 냉면을 맛볼 수 있다. 대표 메뉴는 냉면이며 이 외에도 백숙, 만두 등 다양한 메뉴를 취급하고 있다. 1,000여 평의 넓은 뜰과 내부에는 주변 풍광들을 담아 놓은 사진들이 전시되어 있다. 단체석이 구비되어 있어 단체 모임이 가능한 장소로 예약은 전화 문의를 통해 가능하다. 주변에는 국립대전현충원, 한밭대학교 유성덕명캠퍼스, 계룡산국립공원 수통골 등이 있다.",,
1924026,완도수산,restaurant,대전광역시 유성구 반석로 10,유성구,추천,tourapi,,"완도수산 (대전)은 산지 직송 싱싱한 활어회와 해산물을 맛볼 수 있는 활어회 전문점이다. 다양한 종류의 회로 구성된 코스 메뉴와 참치, 물회, 활우럭탕, 초밥, 회덮밥 등을 취급하고 있다. 코스 요리 주문 시, 프라이빗하게 이야기를 나눌 수 있는 룸을 예약할 수 있어 가족모임, 동호회 등을 즐길 수 있으며 예약은 전화 문의를 통해 가능하다. 넉넉한 주차공간과 도시철도역이 있어 교통이 편리하며, 주변에는 국립대전현충원, 대전월드컵경기장 등이 있다.",,
1924258,청송한우타운,restaurant,대전광역시 유성구 노은동로79번길 71,유성구,추천,tourapi,,"청송한우타운은 대전 유성 노은지구에 있는 한우 전문점이다. 이 곳은 질 좋은 한우를 비교적 저렴한 가격에 제공하며 당일 도축한 한우 육회 및 육사시미의 신선함을 맛볼 수 있다. 또한, 도축부터 판매까지 이루어지는 정육 식당으로 손님이 원하는 부위를 직접 선택하여 구매할 수 있는 정육코너도 운영한다. 음식점 내부는 룸으로 구성되어 있어 조용한 분위기와 함께 각종 연회가 가능한 음식점이다. 한밭대로와 노은로가 만나는 노은네거리 근처에 있으며 고속도로는 호남고속도로 지선 유성 IC와 매우 가깝다. 대중교통은 대전도시철도 1호선 월드컵경기장역을 이용할 수 있다. 주변에는 대전월드컵경기장, 노은 농수산물도매시장, 유성온천, 유성시장 등이 있다.",,
1925335,리원,restaurant,대전광역시 유성구 테크노중앙로 155,유성구,추천,tourapi,,"리원은 30년 이상 경력의 대표가 직접 요리하는 중화요리 전문점이다. 대표 메뉴는 가족세트로, 2인 기준 세트와 3~4인 기준으로 구성된 세트 중 택하여 즐길 수 있다. 이 외에도 중식 코스 요리부터 각종 단일 메뉴까지 다양한 메뉴를 제공하고 있다. 지역 주민뿐만 아니라 외국인들도 즐겨 찾는 곳이다. 깨끗하고 넓은 연회석을 갖추고 있어 각종 모임 장소로도 적합하며, 예약은 전화 문의를 통해 가능하다. 주변에는 동화울수변공원, 청벽산근린공원, 여진불교미술관, 송강전통시장 등이 있다.",,
1925337,길상,restaurant,대전광역시 유성구 전민로6번길 43 (전민동),유성구,추천,tourapi,,"길상은 40년 이상의 전통을 자랑하는 카페이다. 1980년 4월 6일 영상 화랑이라는 상호로 드립 커피를 시작하였으며, 길상이라는 이름으로는 20년 이상을 운영해왔다. 내부는 우드 톤의 인테리어로 따뜻한 분위기를 자아낸다. LP를 감상할 수 있는 카페 및 와인바로 운영되고 있으며 약 2,000장 정도의 LP를 소장하고 있는 것이 이곳의 특징이다. 고전 LP를 진공관 앰프로 틀어주는데 다양한 음악과 함께 커피향을 즐기며 휴식을 취할 수 있다. 인근에는 청벽산근린공원, 여진불교미술관, 카이스트 문지캠퍼스 등이 있다.",,
1925412,대복식당,restaurant,대전광역시 유성구 진잠로140번길 67,유성구,추천,tourapi,,"대복식당 (대전유성)은 대전 유성구 서남부에 위치한 칼국수, 한식 전문점이다. 이 곳은 대전을 대표하는 음식 중 하나인 칼국수를 주메뉴로 하여 정성을 들여 끓여낸 육수에 얼큰한 맛을 더해 칼국수 맛을 내고 있다. 또한 여름철 별미인 콩국수는 시골에서 직접 농사지은 콩을 주문 즉시 갈아서 만들어 내기 때문에 고소한 맛을 그대로 느낄 수 있다. 그 외에도 족발 외 여러 한식 메뉴를 취급한다. 이외에도 닭도리탕, 백숙, 오리한방백숙, 삼계탕 등의 메뉴도 예약을 통해 맛볼 수 있다. 대복식당 (대전유성)은 국도 4호선 계백로와 유성대로에서 진잠로, 원내로를 통해 접근할 수 있으며, 고속도로는 대전남부순환고속도로 서대전IC가 가깝다. 주변에는 진잠향교, 내동리지석묘, 방동저수지 등이 있다.",,
1926358,삼부자 부대찌개,restaurant,대전광역시 유성구 어은로52번길 5 (어은동),유성구,추천,tourapi,,"삼부자부대찌개는 엄선된 재료를 사용하여 끓인 부대찌개를 맛볼 수 있는 곳으로 삼부자식당이라고도 불린다. 메뉴는 부대찌개, 부대전골을 취급하고 있으며 하절기에는 녹두삼계탕도 판매하고 있다. 또한 김치는 국내산 배추와 고춧가루를 이용해 직접 만들고 있다. 채소, 햄이 어우러진 얼큰하고 진한 국물에 라면 사리까지 넣어 푸짐한 한 끼를 즐길 수 있어 많은 이들이 찾는 맛집이다. 주변에는 유림공원, 갑천, 유성온천, 충남대학교 대덕캠퍼스 등이 있다.",,
1927269,기시맹,restaurant,대전광역시 유성구 어은로52번길 1,유성구,추천,tourapi,,"기시맹은 돈까스와 수타우동을 대표 메뉴로 판매하고 있는 일식 전문점이다. 메뉴로는 히레까스, 생선까스, 카레돈까스, 냉자루우동, 튀김우동, 소바, 가츠동 (돈까스 덮밥), 텐동 (튀김 덮밥) 등을 취급하고 있다. 수타우동이 생소했던 1990년대 초부터 직접 손으로 반죽한 뒤 숙성과정을 거쳐 만들었으며, 가쓰오부시로 진하게 우려낸 국물과 쫄깃한 수타면을 맛볼 수 있다. 직접 만든 특제 데리야키 소스를 곁들여 먹는 바삭한 돈까스와 수타우동의 조합으로 꾸준한 인기를 끌고 있으며 인근에는 카이스트 대학교가 있어 카이스트 근처 맛집으로 알려져 있다.",,
1927303,녹원간장게장,restaurant,대전광역시 유성구 대덕대로 544,유성구,추천,tourapi,,"녹원간장게장은 대전 유성구 대덕연구단지 내에 있는 게장 전문점이다. 이곳의 주메뉴는 저염식단으로 꾸민 간장게장 정식이다. 알과 살이 가득 찬 단단한 암꽃게를 엄선하여 갖은양념을 넣고 끓인 간장 소스에 알맞게 숙성시킨 후 정갈하게 담아낸다. 비린내가 나지 않아 누구나 즐겨 먹을 수 있고 연구 단지 내에 위치하고 있어 직장인들에게 인기가 많다. 대덕대로를 통해 접근할 수 있으며, 고속도로는 호남고속도로 지선 북대전 IC 및 유성 IC가 가깝다. 대중교통은 대전도룡고속시외버스정류장을 이용할 수 있다. 주변에는 신세계아트앤사이언스, 국립중앙과학관, 엑스포과학공원 등이 있다.",,
1928589,가나샤브샤브,restaurant,대전광역시 유성구 신성로84번길 49,유성구,추천,tourapi,,"가나샤브샤브는 싱싱한 해물과 신선한 야채, 엄선된 국내산 한우로 만드는 샤브샤브 맛집이다. 대표 메뉴는 소고기 샤브샤브이며 이 외에도 가나 샤브샤브, 암소생등심 샤브샤브, 스페셜 샤브샤브, 한우탕, 안동문어숙회, 암소 꽃등심 등을 취급하고 있다. 한우 암소생등심 샤브샤브는 무, 양파, 다시마 등 10여 가지 재료를 끓여 낸 육수를 이용해 신선한 야채와 버섯, 우리 밀을 밀어 직접 뽑아낸 국수를 맛볼 수 있다. 샤브샤브 메뉴 주문 시 마무리로 영양죽과 칼국수도 제공된다. 주변에는 대전시민천문대, 유성종합스포츠센터, 연구단지종합운동장 등이 있다.",,
1939311,띠울 석갈비,restaurant,대전광역시 유성구 계룡로141번길 1,유성구,추천,tourapi,,"띠울석갈비(유성점)은 대전 유성구 중심가 인근에 위치한 석갈비 전문점이다. 띠울참숯석갈비라고도 하며, 60년 전통의 노하우로 유성점 외에도 7개의 직영점을 운영하는 석갈비 전문 브랜드이다. 석갈비는 외국인들도 부담 없이 즐길 수 있는 메뉴이다. 쾌적하고 넓은 공간으로 가족단위 모임, 단체 이용이 가능하다. 국도 32호선 계룡로를 통해 접근할 수 있으며, 고속도로는 호남고속도로 지선 유성 IC가 가깝다. 대중교통은 대전도시철도 1호선 유성온천역을 이용할 수 있다. 주변에는 유성온천 및 각종 호텔들이 있다.",,
1941315,모밥 신성점,restaurant,대전광역시 유성구 신성로61번안길 20,유성구,추천,tourapi,,"모밥은 대전 유성구 대덕연구단지 내에 있는 한식 전문점이다. 이곳은 홍어삼합, 수육, 굴, 해물파전 등의 해산물과 닭, 오리백숙 등을 함께 취급하는 종합 한식 전문 음식점이다. 이름처럼 어머니의 마음으로 요리하는 정신을 내세우고 있으며, 주택가 및 연구소 밀집 지역에 위치하여 지역 주민과 직장인들이 많이 찾고 있다. 모밥 주변에는 자운대, 수운교도솔천, 대전시민천문대, 지질박물관 등이 있다.",,
1970048,어가,restaurant,대전광역시 동구 송촌남로 19,동구,추천,tourapi,,"대전복합터미널 인근에 위치한 한쌈회 어가는 어가라고도 한다. 수산물을 취급하는 이 음식점은 물회를 주력 메뉴로 하고 있는데 활어, 전복, 멍게 물회와 이 세가지를 모두 넣은 특물회, 그리고 해물모둠물회가 있다. 물회는 매콤한 소스에 소면 혹은 공기밥을 선택할 수 있다. 물회 외에도 회덮밥, 멍게덮밥, 그리고 광어, 우럭 활어회를 취급한다. 한쌈회 어가는 경부고속도로 대전IC와 동서대로, 한밭대로를 통해 접근할 수 있다. 또한 대전복합터미널이 가까우며, 주변에는 대전문학관 등의 관광지가 있다.",,
250577,가남지,restaurant,대전광역시 유성구 대덕대로 588,유성구,추천,tourapi,,"가남지는 대전 유성구 대덕연구단지 내에 위치한 베트남 요리 전문점이다. 이 곳에서는 색다르고 다양한 맛의 세계를 선보이기 위해 베트남 외에도 태국, 중국 남부 등 동남아시아의 음식들을 계절에 따라 다양하게 준비하고 있다. 대표 메뉴는 육수, 고기 또는 해물, 숙주나물, 파 등을 넣어 먹는 쌀국수이다. 그 외에도 월남쌈, 동파육, 탕수육 등 다양한 메뉴를 취급한다. 가남지는 대덕대로와 가정로가 만나는 연구단지네거리 부근에 있으며, 고속도로는 호남고속도로 지선 북대전 IC가 가깝다. 주변에는 대전신세계아트앤사이언스, 국립중앙과학관, 엑스포과학공원 등이 있다.",,
2580065,오백돈 대전본점,restaurant,대전광역시 서구 둔산남로105번길 18,서구,추천,tourapi,,2011년 개업 후 지금까지 대전 둔산동에서 성업 중인 ‘오백돈 대전본점’은 청정지역 제주산 돼지를 웻에이징과 드라이 에이징 교차숙성을 통해 더욱 부드러우면서도 쫄깃한 식감과 고소한 지방의 맛에 불향을 더했다. 고기뿐만 아니라 순두부찌개도 칼칼한 맛으로 인기 있는 메뉴이고 들기름 막국수는 100% 메밀로 만들어 맛과 건강을 챙길 수 있으며 고소하고 담백한 맛으로 고기와 조합이 좋다. 이곳은 단체석이 존재하여 회식장소로도 좋으며 유아의자가 별도로 준비되어 있어 아기가 있는 가족 외식장소로도 안성맞춤이다.,,
2580078,갈밭식당,restaurant,대전광역시 대덕구 대청호수로 1553,대덕구,추천,tourapi,,"금강에서 잡히는 쏘가리는 조선시대 임금에게 진상되던 대전의 특산물로 유명하며, 금강 중류인 신탄진 지역은 예로부터 민물고기 요리가 발달되어 왔다. 81년 대청댐 준공 후 주변에 민물 매운탕 요리집이 들어서면서 그 맛을 인정받고 있다. 그 중 대청호수변에 위치한 갈밭식당은 민물고기 요리 전문점이다. 쏘가리 외에 장어, 송어, 메기, 빠가사리 활용한 매운탕과 회를 취급한다. 매운탕은 민물고기의 비린내를 잡기위해 직접 만든 비법양념과 다양한 야채를 넣어 끓여낸다. 대전 도심에서 잠시 벗어나 대청호와 주변 경관을 보고 휴식을 즐기며 식사를 할 수 있다. 대청호수로를 통해 접근할 수 있으며, 대중교통은 대전 시내버스 71-1번, 71-2번을 이용할 수 있다. 주변에는 대청댐, 금강로하스대청공원, 명상정원, 대청호 수변공원 등의 관광지가 분포해 있다.",,
2580239,개천식당,restaurant,대전광역시 동구 대전로779번길 41-1 (원동),동구,추천,tourapi,,"개천식당은 대전 동구 중앙시장 내에 위치한 음식점이다. 6·25 전쟁 때 개천을 따라 잃어버린 아들을 찾으러 온 함경도 출신의 할머니가 개천식당이란 이름으로 문을 연 곳으로, 손으로 직접 빚어 만든 함경도식 만두로 70여 년간 운영해 온 만두 전문 한식당이다. 중앙시장 비좁은 골목길 안에 있는 식당으로 전날부터 끓여 둔 사골 육수를 다시 영업 당일 새벽부터 오픈시간까지 푹 고아 준비한다. 소고기 편육과 당면이 들어가 있어 마치 갈비탕을 즐기는 느낌이 든다. 대전천동로를 통해 접근할 수 있고 고속도로는 경부고속도로 대전 IC와 통영대전고속도로 판암 IC가 가깝다. 대중교통은 경부고속철도 및 경부선 철도, 대전도시철도 1호선 대전역이 가깝다. 주변에는 대전중앙시장 외에 으능정이 문화의거리, 역전시장 등이 있다.",,
2580294,경동오징어국수,restaurant,대전광역시 동구 계족로 369,동구,추천,tourapi,,"경동 오징어 국수는 대전광역시에 위치하며 1979년에 오픈하여 30여 년 이상의 오래된 전통이 있는 한식당이다. 국수, 오징어, 야채, 두부 쑥갓 등과 함께 육수와 양념을 넣어 요리한 오징어 국수가 대표 메뉴이다. 매콤한 양념을 발라 연탄불에 구운 족발 양념 구이도 별미이다. 매장에서 직접 담근 부추와 열무김치가 밑반찬으로 나오는데 함께 맛보면 맛이 배가 된다.",,
2580593,다솜차반,restaurant,대전광역시 유성구 계백로421번길 29 (방동),유성구,추천,tourapi,,"다솜차반 (대전)은 조미료를 쓰지 않는 담백한 맛의 음식을 맛볼 수 있는 한정식 전문점이다. 정성 어린 차와 음식이라는 뜻의 다솜차반은 고열로 녹여 간수, 가스, 중금속, 유해 미네랄을 제거한 맑고 깨끗한 순수소금으로 간을 한다. 주메뉴는 보리굴비정식이며 이외에도 오리훈제호박밥정식, 한방수육정식, 삼합정식 등이 있다. 단체 예약도 가능하여 가족모임, 동호회 모임 등을 즐길 수 있다. 인근에는 방동저수지, 두계시장 등이 있다.",,
2580632,대전갈비집,restaurant,대전광역시 중구 대전천서로 419-8 (대흥동),중구,추천,tourapi,,"대전갈비집은 40년 이상 자리를 지켜온 오래된 전통이 있는 돼지갈비 전문점이다. 메뉴로 돼지갈비, 돼지불고기, 삼겹살, 냉면 등이 있다. 대표 메뉴는 갈빗대가 붙어 있는 두툼한 돼지갈비로 인기가 많다. TV 프로그램 , 등에 출연하였으며 연회석을 완비하고 있어 가족 모임, 동호회 등을 즐기기에도 적합한 장소이다. 주변에는 은행동 으능정이 문화의거리, 대전중앙시장, 역전시장, 성심당 본점 등이 있다.",,
2580679,동서장어,restaurant,대전광역시 동구 옥천로 136-11,동구,추천,tourapi,,"대전에 위치한 장어, 먹장어요릿집이다. 정식 명칭은 ‘동서장어’ 이지만, 많은 사람들이 ‘동서회관’으로 부르며 오랜 전통을 자랑하는 곳이다. 메뉴는 장어구이, 복지리탕, 장삼탕 등이 있다. 대표메뉴인 장어구이는 고소하고 부드러운 맛이 일품으로, 바삭한 겉과 촉촉한 속이 조화를 이루며 입맛을 사로잡는다. 또한, 다양한 반찬과 함께 제공되어 풍성한 식사를 즐길 수 있다. 이곳의 복지리탕은 깊은 육수의 맛을 느낄 수 있고 복껍질의 쫄깃함이 별미인 메뉴이다. 내부는 넓은 편이며, 좌석이 여유로워 편하게 식사를 즐길 수 있다.",,
2580741,동신수산(대전),restaurant,대전광역시 유성구 노은동로75번길 12,유성구,추천,tourapi,,"동산수산은 대전 유성구 대전월드컵경기장 인근에 위치한 활어회와 해산물 요리 전문점이다. 이 음식점에서는 싱싱한 활어회와 물회, 해신탕, 해물탕, 랍스타 등 다양한 해산물 요리를 맛볼 수 있다. 또한 건물 1층과 2층을 모두 이용할 수 있는데 예약실은 2층에 위치하여 보다 조용히 식사를 즐길 수 있다. 이곳에서는 점심 특선 메뉴로 정식, 특정식, 회덮밥, 알밥, 알탕, 대구탕, 서더리탕이 있고 계절 메뉴는 새조개, 주꾸미, 전어, 대하구이, 방어가 있다. 주변에는 대전월드컵경기장 외에도 국립대전현충원, 대전선사박물관 등이 있어 식사를 하고 함께 둘러볼 수 있다. 대전 지하철 1호선 월드컵경기장역 6번 출구에서 도보로 5분 거리에 있어 대중교통으로도 편리하게 오갈 수 있다.",,
2580884,명랑식당,restaurant,대전광역시 동구 태전로 56-20,동구,추천,tourapi,,"명랑식당은 30년 이상의 전통을 자랑하는 정통 궁중 육개장 전문점이다. 본래 육개장은 대파와 소고기를 주재료로 하여 조선 후기부터 먹기 시작했는데, 고기가 귀하던 시절에는 서민들은 고기의 양을 줄이고 토란대, 고구마줄기, 숙주 등을 넣어 고기의 양을 줄여 먹던 육개장이 현재 대중적인 육개장이 됐다. 이 음식점은 메뉴를 육개장만 취급하고 있으며, 단일 메뉴가 돋보이는 국물이 진한 육개장 맛집으로 알려져 있다. 하나의 메뉴에만 집중하여 육개장의 전통을 살리고 있어 이를 인정받아 중소벤처기업부 인증 백년가게로 선정되었다. 명랑식당은 국도 17호선 대전로, 태전로, 선화로를 통해 접근할 수 있으며, 고속도로는 경부고속도로 대전IC와 통영대전고속도로 판암IC가 가깝다. 대중교통은 경부고속철도 및 경부선 철도, 대전도시철도 1호선 대전역을 이용할 수 있다. 주변에는 대전중앙시장, 역전시장, 인쇄거리 등이 있다.",,
2580917,목포팥칼국수,restaurant,대전광역시 중구 대둔산로 377,중구,추천,tourapi,,"목포팥칼국수는 대전 지역에서 호남 목포식 팥칼국수를 맛볼 수 있는 곳으로 목포동지 새알심팥칼국수라고도 불린다. 약 20년 이상의 오랜 전통을 이어오며 사랑받고 있는 팥칼국수 맛집이다. 주메뉴는 팥칼국수이며, 외에도 팥죽, 손칼국수, 바지락칼국수, 동지새알심이 있다. 대전 칼국수 축제에도 참여하였으며 그중 대표 맛집으로 선정된 유서 깊은 음식점이다. 팥죽과 동지새알심은 포장이 가능하며 담백하면서도 진한 맛과 푸짐한 양에 많은 이들의 발걸음이 이어지고 있다. 주변에는 대전오월드, 뿌리공원, 대전아쿠아리움, 보문산 등이 있다.",,
2580968,바다황제,restaurant,대전광역시 중구 대흥로121번길 43,중구,추천,tourapi,,"바다황제는 대전 최대 규모의 일식집이자 활어회 전문점이다. 랍스터, 대게, 킹크랩 등의 다양한 코스 요리가 준비되어 있으며, 외에도 활어회, 물회, 해물알탕 등을 취급하고 있다. 소형룸부터 대형룸까지 프라이빗하게 이야기를 나눌 수 있는 공간도 마련되어 있어 가족모임, 동호회 등을 즐기기에 적합하다. 예약은 전화 문의를 통해 가능하며, 모든 메뉴는 포장으로도 즐길 수 있다. 주변에는 으능정이문화의거리, 성심당 본점, 한화생명이글스파크, 충무체육관 등이 있다.",,
2581039,백마강참숯민물장어,restaurant,대전광역시 서구 변동중로 67,서구,추천,tourapi,,"백마강참숯민물장어는 대전 서구 중부에 위치한 민물장어 전문 음식점이다. 이 음식점은 참숯불에 굽는 민물장어구이를 주 메뉴로 하면서 장어탕 등도 함께 취급하고 있다. 도심에 위치한 음식점이면서도 넓은 부지에 주차장을 갖추고 있다. 또한 충남 부여에서 직접 운영하는 양식장에서 공급받는 무항생제 장어를 재료로 하고 있으며, 내부에 어린이 놀이방을 갖추어 고객들이 보다 편리하게 식사를 즐길 수 있다. 백마강참숯민물장어 브랜드는 대전 서구 외에도 유성구, 대덕구에서도 영업을 하고 있다. 주변에는 변동종합시장, 도솔산 등이 있어 식사를 하고 연계하여 관광할 수 있다.",,
