review_status,district,name,category,address,road_address,latitude,longitude,naver_link,blog_search_url,matched_queries,local_hit_count,comment_sort_hit_count,blog_result_count,recent_blog_count,distinct_blogger_count,latest_post_date,recommendation_score,recommendation_reason,possible_duplicate,reject_reason
pending,유성구,형과아우누룽지삼계탕왕갈비탕,음식점>한식,대전광역시 유성구 봉명동 538-8 동아벤처 타워 1층 115호,"대전광역시 유성구 온천로 59 (봉명동, 동아벤처 타워) 1층 115호",36.3554102,127.3445999,http://www.형과아우.com/,https://search.naver.com/search.naver?where=blog&query=%ED%98%95%EA%B3%BC%EC%95%84%EC%9A%B0%EB%88%84%EB%A3%BD%EC%A7%80%EC%82%BC%EA%B3%84%ED%83%95%EC%99%95%EA%B0%88%EB%B9%84%ED%83%95+%EB%B4%89%EB%AA%85%EB%8F%99,어은동 삼계탕 | 유성구 맛집 | 유성구 삼계탕 | 유성구 한식,5,1,3511,100,97,20260720,73,최근 12개월 블로그 100건,,
pending,유성구,솥계,음식점>한식,대전광역시 유성구 어은동 105-5 1층,대전광역시 유성구 농대로 6 1층,36.3611833,127.3536739,,https://search.naver.com/search.naver?where=blog&query=%EC%86%A5%EA%B3%84+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 맛집 | 어은동 삼계탕 | 어은동 칼국수 | 어은동 한식,7,3,17,17,17,20260719,72,최근 12개월 블로그 17건,,
pending,유성구,오씨칼국수 도룡점,"한식>칼국수,만두","대전광역시 유성구 도룡동 4-9 하우스D어반 1층 E103,104,105호","대전광역시 유성구 엑스포로151번길 19 하우스D어반 1층 E103,104,105호",36.3758371,127.3950982,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EC%94%A8%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8F%84%EB%A3%A1%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 칼국수 | 유성구 해산물,3,2,1072,100,97,20260720,72,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,장원갑칼국수 대전유성점,"한식>칼국수,만두",대전광역시 유성구 덕명동 508-1 지상1층,대전광역시 유성구 현충원로 288 지상1층,36.3599892,127.3034737,https://app.catchtable.co.kr/ct/shop/JangwongabDaejoenYousung,https://search.naver.com/search.naver?where=blog&query=%EC%9E%A5%EC%9B%90%EA%B0%91%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%8C%80%EC%A0%84%EC%9C%A0%EC%84%B1%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 칼국수,2,1,3097,100,98,20260720,71,"지역성: 대전, 칼국수; 최근 12개월 블로그 100건",,
pending,유성구,남도주막,한식>향토음식,대전광역시 유성구 지족동 908-8 101호,대전광역시 유성구 은구비서로3번길 20 101호,36.3727566,127.3199423,,https://search.naver.com/search.naver?where=blog&query=%EB%82%A8%EB%8F%84%EC%A3%BC%EB%A7%89+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 향토음식 | 유성구 향토음식,3,2,222,35,45,20260713,70,지역성: 향토; 최근 12개월 블로그 35건,,
pending,유성구,박봉명생갈비,한식>돼지고기구이,"대전광역시 유성구 봉명동 624-2 나이스펠리스103,104호","대전광역시 유성구 온천북로33번길 35-17 나이스펠리스103,104호",36.3585003,127.3457941,,https://search.naver.com/search.naver?where=blog&query=%EB%B0%95%EB%B4%89%EB%AA%85%EC%83%9D%EA%B0%88%EB%B9%84+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 노포 | 유성구 노포,4,2,654,100,90,20260711,70,최근 12개월 블로그 100건,,
pending,유성구,철수네매운갈비찜,"한식>육류,고기요리",대전광역시 유성구 봉명동 535-5 한진 오피스텔 1층 뒷편 주차장 입구,대전광역시 유성구 대학로 31 한진 오피스텔 1층 뒷편 주차장 입구,36.3565702,127.3417067,,https://search.naver.com/search.naver?where=blog&query=%EC%B2%A0%EC%88%98%EB%84%A4%EB%A7%A4%EC%9A%B4%EA%B0%88%EB%B9%84%EC%B0%9C+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 노포 | 유성구 노포,4,2,528,100,98,20260719,70,최근 12개월 블로그 100건,,
pending,유성구,본죽&비빔밥cafe 대전어은점,음식점>죽,대전광역시 유성구 어은동 110-1,대전광역시 유성구 어은로58번길 10,36.3634633,127.3569540,https://www.bonif.co.kr/menu/list?brdCd=BF102,https://search.naver.com/search.naver?where=blog&query=%EB%B3%B8%EC%A3%BD%26%EB%B9%84%EB%B9%94%EB%B0%A5cafe+%EB%8C%80%EC%A0%84%EC%96%B4%EC%9D%80%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 냉면 | 어은동 칼국수,3,2,136,46,25,20260405,69,지역성: 대전; 최근 12개월 블로그 46건,,
pending,유성구,유성본가 누룽지삼계탕,"한식>백숙,삼계탕",대전광역시 유성구 구암동 163-4,대전광역시 유성구 유성대로 645,36.3520364,127.3282523,,https://search.naver.com/search.naver?where=blog&query=%EC%9C%A0%EC%84%B1%EB%B3%B8%EA%B0%80+%EB%88%84%EB%A3%BD%EC%A7%80%EC%82%BC%EA%B3%84%ED%83%95+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 맛집 | 유성구 삼계탕 | 유성구 한식,4,1,3425,100,94,20260719,69,최근 12개월 블로그 100건,,
pending,유성구,달구지막창 유성점,"육류,고기요리>곱창,막창,양",대전광역시 유성구 어은동 100-1,대전광역시 유성구 어은로57번길 59,36.3620137,127.3534088,,https://search.naver.com/search.naver?where=blog&query=%EB%8B%AC%EA%B5%AC%EC%A7%80%EB%A7%89%EC%B0%BD+%EC%9C%A0%EC%84%B1%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 고기 | 어은동 한식,4,2,122,67,66,20260703,68,최근 12개월 블로그 67건,,
pending,유성구,복사꽃피는집 대전점,"한식>해물,생선요리>주꾸미요리",대전광역시 유성구 계산동 305-10 1층 복사꽃피는집,대전광역시 유성구 원계산로 238-34 1층 복사꽃피는집,36.3351645,127.3012255,https://www.tabling.co.kr/restaurant/12090,https://search.naver.com/search.naver?where=blog&query=%EB%B3%B5%EC%82%AC%EA%BD%83%ED%94%BC%EB%8A%94%EC%A7%91+%EB%8C%80%EC%A0%84%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 한식 | 유성구 해산물,2,2,1164,100,91,20260718,68,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,칼 누들바 대전봉명점,음식점>한식,대전광역시 유성구 봉명동 621-1 팰릭스타워 1층 106호,대전광역시 유성구 문화원로 90 팰릭스타워 1층 106호,36.3586941,127.3457879,,https://search.naver.com/search.naver?where=blog&query=%EC%B9%BC+%EB%88%84%EB%93%A4%EB%B0%94+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 두부두루치기 | 유성구 두부두루치기,3,1,468,100,97,20260720,68,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,전통순대국밥,"한식>순대,순댓국",대전광역시 유성구 어은동 106-1,대전광역시 유성구 대학로 187,36.3608203,127.3541136,,https://search.naver.com/search.naver?where=blog&query=%EC%A0%84%ED%86%B5%EC%88%9C%EB%8C%80%EA%B5%AD%EB%B0%A5+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 고기 | 어은동 국밥,3,2,1045,100,97,20260718,67,최근 12개월 블로그 100건,,
pending,유성구,제면소의하루 대전어은본점,"음식점>일식>우동,소바",대전광역시 유성구 어은동 111-1 1층,대전광역시 유성구 어은로58번길 14 1층,36.3635765,127.3573136,,https://search.naver.com/search.naver?where=blog&query=%EC%A0%9C%EB%A9%B4%EC%86%8C%EC%9D%98%ED%95%98%EB%A3%A8+%EB%8C%80%EC%A0%84%EC%96%B4%EC%9D%80%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 맛집,2,1,135,95,79,20260720,67,"지역성: 본점, 대전; 최근 12개월 블로그 95건",,
pending,유성구,제주똥돼지오겹살,한식>돼지고기구이,대전광역시 유성구 봉명동 549-6,대전광역시 유성구 온천로 64,36.3548165,127.3448654,,https://search.naver.com/search.naver?where=blog&query=%EC%A0%9C%EC%A3%BC%EB%98%A5%EB%8F%BC%EC%A7%80%EC%98%A4%EA%B2%B9%EC%82%B4+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 노포 | 유성구 노포,3,2,1358,100,99,20260719,67,최근 12개월 블로그 100건,,
pending,유성구,대전 태평소국밥,한식>국밥,대전광역시 유성구 봉명동 676-3,대전광역시 유성구 문화원로 140,36.3581068,127.3512933,,https://search.naver.com/search.naver?where=blog&query=%EB%8C%80%EC%A0%84+%ED%83%9C%ED%8F%89%EC%86%8C%EA%B5%AD%EB%B0%A5+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 국밥,2,1,8645,100,100,20260720,66,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,진원소우 대전봉명점,"음식점>한식>육류,고기요리>소고기구이","대전광역시 유성구 봉명동 611-11 2층 201, 202호","대전광역시 유성구 문화원로 93 2층 201, 202호",36.3592012,127.3461452,https://www.instagram.com/jinwon_sowoo_bongmyung,https://search.naver.com/search.naver?where=blog&query=%EC%A7%84%EC%9B%90%EC%86%8C%EC%9A%B0+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 고기 | 유성구 냉면,2,2,282,73,97,20260718,66,지역성: 대전; 최근 12개월 블로그 73건,,
pending,유성구,밥하기싫은날 후루룩손칼국수,음식점>한식,대전광역시 유성구 반석동 659-1,대전광역시 유성구 반석로11번길 66-11,36.3892368,127.3152853,https://www.instagram.com/hururukkalguksu/,https://search.naver.com/search.naver?where=blog&query=%EB%B0%A5%ED%95%98%EA%B8%B0%EC%8B%AB%EC%9D%80%EB%82%A0+%ED%9B%84%EB%A3%A8%EB%A3%A9%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 두부두루치기,2,1,1158,100,97,20260717,65,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,운탄 반석 본점,음식점>한식,대전광역시 유성구 반석동 639-5 반석역 2번 출구 도보 5분,대전광역시 유성구 반석로11번길 8 반석역 2번 출구 도보 5분,36.3912896,127.3130716,http://www.instagram.com/untan.korea,https://search.naver.com/search.naver?where=blog&query=%EC%9A%B4%ED%83%84+%EB%B0%98%EC%84%9D+%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 노포 | 유성구 노포,2,2,110,86,64,20260708,65,지역성: 본점; 최근 12개월 블로그 86건,,
pending,유성구,작교,술집>요리주점,대전광역시 유성구 어은동 105-12,대전광역시 유성구 농대로2번길 7-11,36.3614430,127.3537570,http://instagram.com/zak_kyo,https://search.naver.com/search.naver?where=blog&query=%EC%9E%91%EA%B5%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 한식 | 어은동 해산물,3,2,246,34,93,20260716,65,최근 12개월 블로그 34건,,
pending,유성구,골목,한식>돼지고기구이,대전광역시 유성구 어은동 108-3 1층,대전광역시 유성구 어은로57번길 5 1층,36.3630313,127.3562016,,https://search.naver.com/search.naver?where=blog&query=%EA%B3%A8%EB%AA%A9+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 고기 | 어은동 국밥,2,2,64779,100,63,20260720,64,최근 12개월 블로그 100건,,
pending,유성구,부산갈매기 대전봉명점,"한식>육류,고기요리",대전광역시 유성구 봉명동 636-1 지상1층,대전광역시 유성구 온천북로 21 지상1층,36.3571129,127.3455053,https://busanseagull.com,https://search.naver.com/search.naver?where=blog&query=%EB%B6%80%EC%82%B0%EA%B0%88%EB%A7%A4%EA%B8%B0+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 고기,2,1,687,100,91,20260713,64,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,궁칼국수,"한식>칼국수,만두",대전광역시 유성구 어은동 110-1 2층,대전광역시 유성구 어은로58번길 10 2층,36.3634662,127.3570024,,https://search.naver.com/search.naver?where=blog&query=%EA%B6%81%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 칼국수,2,1,325,100,66,20260717,63,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,동래돼지국밥수육 대전유성본점,한식>국밥,대전광역시 유성구 봉명동 656-6 1층,대전광역시 유성구 온천북로 45 1층,36.3567522,127.3478994,,https://search.naver.com/search.naver?where=blog&query=%EB%8F%99%EB%9E%98%EB%8F%BC%EC%A7%80%EA%B5%AD%EB%B0%A5%EC%88%98%EC%9C%A1+%EB%8C%80%EC%A0%84%EC%9C%A0%EC%84%B1%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 국밥,1,0,2033,100,96,20260719,63,"지역성: 본점, 대전; 최근 12개월 블로그 100건",,
pending,유성구,오모리생바지락손칼국수,"한식>칼국수,만두",대전광역시 유성구 반석동 665-3,대전광역시 유성구 북유성대로 328,36.3938697,127.3140091,,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EB%AA%A8%EB%A6%AC%EC%83%9D%EB%B0%94%EC%A7%80%EB%9D%BD%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 두부두루치기,2,1,325,76,98,20260717,63,지역성: 칼국수; 최근 12개월 블로그 76건,,
pending,유성구,안골칼국수,"한식>칼국수,만두",대전광역시 유성구 어은동 111-2 지하1층,대전광역시 유성구 어은로58번길 16 지하1층,36.3636302,127.3574117,,https://search.naver.com/search.naver?where=blog&query=%EC%95%88%EA%B3%A8%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 두부두루치기 | 어은동 칼국수,2,1,142,15,82,20260421,62,지역성: 칼국수; 최근 12개월 블로그 15건,,
pending,유성구,호우섬 대전신세계Art&Science점,음식점>중식당,대전광역시 유성구 도룡동 3-1 대전신세계 아트,대전광역시 유성구 엑스포로 1 대전신세계 아트,36.3750281,127.3822029,https://www.instagram.com/haosum_official,https://search.naver.com/search.naver?where=blog&query=%ED%98%B8%EC%9A%B0%EC%84%AC+%EB%8C%80%EC%A0%84%EC%8B%A0%EC%84%B8%EA%B3%84Art%26Science%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 중식,1,1,10115,100,98,20260720,62,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,익선잡방 대전신세계점,음식점>브런치,대전광역시 유성구 도룡동 648 대전신세계백화점 Art&Science 6층 익선잡방,대전광역시 유성구 엑스포로 1 대전신세계백화점 Art&Science 6층 익선잡방,36.3749137,127.3814078,https://www.instagram.com/ikseon_jabbang/,https://search.naver.com/search.naver?where=blog&query=%EC%9D%B5%EC%84%A0%EC%9E%A1%EB%B0%A9+%EB%8C%80%EC%A0%84%EC%8B%A0%EC%84%B8%EA%B3%84%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 맛집,1,1,1621,93,93,20260720,61,지역성: 대전; 최근 12개월 블로그 93건,,
pending,유성구,이비가짬뽕 유성본점,음식점>중식당,대전광역시 유성구 궁동 462-12,대전광역시 유성구 문화원로 39,36.3604662,127.3404875,http://www.ebiga.co.kr/,https://search.naver.com/search.naver?where=blog&query=%EC%9D%B4%EB%B9%84%EA%B0%80%EC%A7%AC%EB%BD%95+%EC%9C%A0%EC%84%B1%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 중식,1,1,783,100,98,20260718,60,지역성: 본점; 최근 12개월 블로그 100건,,
pending,유성구,임도현의 목포횟집,한식>생선회,대전광역시 유성구 어은동 100-11 1층,대전광역시 유성구 어은로51번길 56 1층,36.3618929,127.3538590,,https://search.naver.com/search.naver?where=blog&query=%EC%9E%84%EB%8F%84%ED%98%84%EC%9D%98+%EB%AA%A9%ED%8F%AC%ED%9A%9F%EC%A7%91+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 한식 | 어은동 해산물,3,1,71,16,65,20260705,60,최근 12개월 블로그 16건,,
pending,유성구,감쪽 대전봉명점,"한식>육류,고기요리",대전광역시 유성구 봉명동 628-2 지상1층,대전광역시 유성구 온천북로 19 지상1층,36.3572311,127.3451554,https://www.instagram.com/gamjjok_daejeon/,https://search.naver.com/search.naver?where=blog&query=%EA%B0%90%EC%AA%BD+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 맛집 | 유성구 한식,2,0,163,100,100,20260720,59,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,공주쌍신집칼국수 방동직영점,한식>국수,"대전광역시 유성구 방동 172 지상 1, 2층","대전광역시 유성구 성북로 66-12 지상 1, 2층",36.2886486,127.3065617,https://app.catchtable.co.kr/ct/shop/gongju_ssangsinjip_kalguksu_bangdong?from=share&type=WAITING,https://search.naver.com/search.naver?where=blog&query=%EA%B3%B5%EC%A3%BC%EC%8C%8D%EC%8B%A0%EC%A7%91%EC%B9%BC%EA%B5%AD%EC%88%98+%EB%B0%A9%EB%8F%99%EC%A7%81%EC%98%81%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 칼국수,1,1,315,100,59,20260717,59,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,다르다김밥 대전신세계점,음식점>분식,대전광역시 유성구 도룡동 648 A50호,대전광역시 유성구 엑스포로 1 A50호,36.3749704,127.3812766,https://www.instagram.com/darda.gram,https://search.naver.com/search.naver?where=blog&query=%EB%8B%A4%EB%A5%B4%EB%8B%A4%EA%B9%80%EB%B0%A5+%EB%8C%80%EC%A0%84%EC%8B%A0%EC%84%B8%EA%B3%84%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 분식,1,1,403,100,98,20260720,59,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,대감막창갈매기 전민본점,"한식>곱창,막창,양",대전광역시 유성구 전민동 336-2 1층,대전광역시 유성구 전민로70번길 48 1층,36.3988257,127.4029700,https://www.instagram.com/daegam_daejeon/profilecard/?igsh=dGdrM3NqZzhwdjVx,https://search.naver.com/search.naver?where=blog&query=%EB%8C%80%EA%B0%90%EB%A7%89%EC%B0%BD%EA%B0%88%EB%A7%A4%EA%B8%B0+%EC%A0%84%EB%AF%BC%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 노포,1,1,236,100,93,20260715,59,지역성: 본점; 최근 12개월 블로그 100건,,
pending,유성구,마시내 본점,음식점>중식당,대전광역시 유성구 장대동 355-15 1층 마시내,대전광역시 유성구 문화원로14번길 14 1층 마시내,36.3608837,127.3375196,https://www.instagram.com/masinae1_1996,https://search.naver.com/search.naver?where=blog&query=%EB%A7%88%EC%8B%9C%EB%82%B4+%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 중식,1,1,391,100,96,20260716,59,지역성: 본점; 최근 12개월 블로그 100건,,
pending,유성구,손의손 대전봉명점,"해물,생선요리>주꾸미요리",대전광역시 유성구 봉명동 554-5 1층,대전광역시 유성구 도안대로 585 1층,36.3526081,127.3404446,http://손의손.com/,https://search.naver.com/search.naver?where=blog&query=%EC%86%90%EC%9D%98%EC%86%90+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 해산물,1,1,288,100,89,20260719,59,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,천리집,"한식>순대,순댓국",대전광역시 유성구 신성동 125-3,대전광역시 유성구 신성남로 127,36.3918393,127.3512146,,https://search.naver.com/search.naver?where=blog&query=%EC%B2%9C%EB%A6%AC%EC%A7%91+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 국밥,2,1,761,100,98,20260719,59,최근 12개월 블로그 100건,,
pending,유성구,1987 신샤브,음식점>일식>샤브샤브,대전광역시 유성구 어은동 115-7 1층,대전광역시 유성구 어은로48번길 6 1층,36.3627674,127.3576048,https://kbs대호왔대호2024.3.2방영,https://search.naver.com/search.naver?where=blog&query=1987+%EC%8B%A0%EC%83%A4%EB%B8%8C+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 칼국수,2,1,239,42,100,20260616,58,최근 12개월 블로그 42건,,
pending,유성구,노은칼국수,"한식>칼국수,만두",대전광역시 유성구 지족동 910-23,대전광역시 유성구 은구비로 44,36.3757700,127.3197850,,https://search.naver.com/search.naver?where=blog&query=%EB%85%B8%EC%9D%80%EC%B9%BC%EA%B5%AD%EC%88%98+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 두부두루치기,1,0,2055,100,92,20260720,58,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,속풀이부추칼국수황제보쌈유성점,"한식>칼국수,만두",대전광역시 유성구 봉명동 557-1,대전광역시 유성구 도안대로567번길 31,36.3512836,127.3381056,http://010-2212-6680.ezbuilder.co.kr,https://search.naver.com/search.naver?where=blog&query=%EC%86%8D%ED%92%80%EC%9D%B4%EB%B6%80%EC%B6%94%EC%B9%BC%EA%B5%AD%EC%88%98%ED%99%A9%EC%A0%9C%EB%B3%B4%EC%8C%88%EC%9C%A0%EC%84%B1%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 칼국수,1,0,1001,100,93,20260717,58,지역성: 칼국수; 최근 12개월 블로그 100건,,
pending,유성구,손의손 대전관평점,"해물,생선요리>주꾸미요리",대전광역시 유성구 관평동 957 102호,대전광역시 유성구 테크노중앙로 66 102호,36.4257019,127.3923866,https://blog.naver.com/sonofson_,https://search.naver.com/search.naver?where=blog&query=%EC%86%90%EC%9D%98%EC%86%90+%EB%8C%80%EC%A0%84%EA%B4%80%ED%8F%89%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 해산물,1,1,176,100,93,20260717,58,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,쌈의 대가,한식>쌈밥,대전광역시 유성구 어은동 103-9,대전광역시 유성구 농대로8번길 19,36.3618211,127.3549528,,https://search.naver.com/search.naver?where=blog&query=%EC%8C%88%EC%9D%98+%EB%8C%80%EA%B0%80+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 국밥,2,1,319,100,97,20260717,58,최근 12개월 블로그 100건,,
pending,유성구,형과아우누룽지삼계탕&왕갈비탕 대전관평현대아울렛점,"한식>백숙,삼계탕",대전광역시 유성구 용산동 576 1층 103호,대전광역시 유성구 테크노중앙로 153 1층 103호,36.4230550,127.4008184,,https://search.naver.com/search.naver?where=blog&query=%ED%98%95%EA%B3%BC%EC%95%84%EC%9A%B0%EB%88%84%EB%A3%BD%EC%A7%80%EC%82%BC%EA%B3%84%ED%83%95%26%EC%99%95%EA%B0%88%EB%B9%84%ED%83%95+%EB%8C%80%EC%A0%84%EA%B4%80%ED%8F%89%ED%98%84%EB%8C%80%EC%95%84%EC%9A%B8%EB%A0%9B%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 삼계탕,1,0,1597,100,96,20260716,58,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,오사카데스 대전봉명점,술집>요리주점,대전광역시 유성구 봉명동 626-2 1층,대전광역시 유성구 온천북로13번길 20 1층,36.3579943,127.3449716,https://blog.naver.com/osakades_,https://search.naver.com/search.naver?where=blog&query=%EC%98%A4%EC%82%AC%EC%B9%B4%EB%8D%B0%EC%8A%A4+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 일식,1,0,710,71,97,20260706,57,지역성: 대전; 최근 12개월 블로그 71건,,
pending,유성구,우식이네 숙성관 본점,"한식>육류,고기요리",대전광역시 유성구 도룡동 4-9 도룡 하우스디 1층 A112호~A118호,대전광역시 유성구 엑스포로151번길 19 도룡 하우스디 1층 A112호~A118호,36.3764449,127.3948826,,https://search.naver.com/search.naver?where=blog&query=%EC%9A%B0%EC%8B%9D%EC%9D%B4%EB%84%A4+%EC%88%99%EC%84%B1%EA%B4%80+%EB%B3%B8%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,유성구 고기,1,0,517,99,93,20260524,57,지역성: 본점; 최근 12개월 블로그 99건,,
pending,유성구,운탄 대전봉명점,음식점>한식,대전광역시 유성구 봉명동 676-2 1층 102호,대전광역시 유성구 문화원로 138 1층 102호,36.3581663,127.3508947,,https://search.naver.com/search.naver?where=blog&query=%EC%9A%B4%ED%83%84+%EB%8C%80%EC%A0%84%EB%B4%89%EB%AA%85%EC%A0%90+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 노포,1,1,88,36,85,20260708,57,지역성: 대전; 최근 12개월 블로그 36건,,
pending,유성구,형과아우누룽지삼계탕&왕갈비탕,"한식>백숙,삼계탕",대전광역시 유성구 도룡동 395-7 지상1층(),대전광역시 유성구 대덕대로590번길 12-7 지상1층(도룡동),36.3852558,127.3795769,https://233.quv.kr/,https://search.naver.com/search.naver?where=blog&query=%ED%98%95%EA%B3%BC%EC%95%84%EC%9A%B0%EB%88%84%EB%A3%BD%EC%A7%80%EC%82%BC%EA%B3%84%ED%83%95%26%EC%99%95%EA%B0%88%EB%B9%84%ED%83%95+%EB%8F%84%EB%A3%A1%EB%8F%99,유성구 삼계탕,1,1,3497,100,97,20260720,57,최근 12개월 블로그 100건,,
pending,유성구,고치소사마 대전 봉명,음식점>일식>일식당,대전광역시 유성구 봉명동 683-6 고치소사마 대전봉명,대전광역시 유성구 온천동로65번길 26 고치소사마 대전봉명,36.3572464,127.3514911,http://www.instagram.com/gochisosama_,https://search.naver.com/search.naver?where=blog&query=%EA%B3%A0%EC%B9%98%EC%86%8C%EC%82%AC%EB%A7%88+%EB%8C%80%EC%A0%84+%EB%B4%89%EB%AA%85+%EC%98%A8%EC%B2%9C%EB%8F%99,유성구 일식,1,0,225,100,96,20260706,56,지역성: 대전; 최근 12개월 블로그 100건,,
pending,유성구,꿀돼지돌판구이,한식>돼지고기구이,대전광역시 유성구 어은동 100-12,대전광역시 유성구 어은로51번길 58,36.3618719,127.3537317,,https://search.naver.com/search.naver?where=blog&query=%EA%BF%80%EB%8F%BC%EC%A7%80%EB%8F%8C%ED%8C%90%EA%B5%AC%EC%9D%B4+%EC%9C%A0%EC%84%B1%EA%B5%AC,어은동 삼계탕,2,1,49,22,25,20260617,56,최근 12개월 블로그 22건,,
pending,유성구,별리달리 별달돈까스 궁동점,음식점>일식>돈가스,대전광역시 유성구 궁동 399-11,대전광역시 유성구 궁동로18번길 45,36.3628789,127.3498012,https://blog.naver.com/starmooncaffe/223277382909,https://search.naver.com/search.naver?where=blog&query=%EB%B3%84%EB%A6%AC%EB%8B%AC%EB%A6%AC+%EB%B3%84%EB%8B%AC%EB%8F%88%EA%B9%8C%EC%8A%A4+%EA%B6%81%EB%8F%99%EC%A0%90+%EA%B6%81%EB%8F%99,유성구 일식,1,1,1233,100,84,20260717,56,최근 12개월 블로그 100건,,
